cell_label	Estimated_class	Prob	Best_class	Actual_class	Actual==Best_class	top5_genes	top5_gene_counts	closest_cell_labels	closest_cell_classes	dist
12	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	338 Lymphoid NN	False	['Cnr1', 'Nxph1', 'Calb1', 'Cdh13', 'Serpini1']	[27.92, 17.17, 8.63, 9.09, 9.18]	[19, 5, 11, 13, 4, 18]	['031 CT SUB Glut', '048 RHP-COA Ndnf Gaba', '004 L6 IT CTX Glut', '052 Pvalb Gaba', '333 Endo NN', '053 Sst Gaba']	[36.35, 36.67, 37.64, 40.25, 50.92, 50.95]
16	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Snca', 'Pcp4', 'Sv2b', 'Cdh9']	[19.959, 8.739, 10.789, 5.34, 2.47]	[15, 9, 23, 17, 8, 22]	['029 L6b CTX Glut', '336 Monocytes NN', '030 L6 CT CTX Glut', '032 L5 NP CTX Glut', '005 L5 IT CTX Glut', '332 SMC NN']	[36.0, 36.12, 36.88, 47.51, 51.0, 51.39]
4	['046 Vip Gaba']	[1.0]	046 Vip Gaba	038 DG-PIR Ex IMN	False	['Cck', 'Vip', 'Kctd12', 'Gad2', 'Kcnip1']	[18.27, 9.899, 16.209, 9.88, 6.42]	[11, 5, 3, 12, 10, 18]	['047 Sncg Gaba', '334 Microglia NN', '017 CA3 Glut', '336 Monocytes NN', '006 L4/5 IT CTX Glut', '056 Sst Chodl Gaba']	[36.0, 36.01, 40.71, 50.92, 50.95, 72.06]
10	['017 CA3 Glut']	[1.0]	017 CA3 Glut	006 L4/5 IT CTX Glut	False	['Zbtb20', 'Kctd12', 'Rgs12', 'Prkca', 'Cnr1']	[44.75, 12.079, 6.36, 67.15, 26.42]	[11, 9, 17, 3, 18, 4]	['047 Sncg Gaba', '025 CA2-FC-IG Glut', '333 Endo NN', '017 CA3 Glut', '056 Sst Chodl Gaba', '038 DG-PIR Ex IMN']	[36.06, 36.35, 38.28, 39.81, 50.92, 50.95]
12	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Cnr1', 'Thsd7a', 'Slc6a1', 'Gad2', 'Pcp4']	[20.2, 17.629, 15.75, 11.819, 16.19]	[13, 5, 11, 19, 4, 18]	['051 Pvalb chandelier Gaba', '334 Microglia NN', '047 Sncg Gaba', '004 L6 IT CTX Glut', '038 DG-PIR Ex IMN', '056 Sst Chodl Gaba']	[36.0, 36.0, 36.01, 36.88, 50.92, 50.95]
16	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Tafa1', 'Nrgn', 'Pde1a', 'Nrn1', 'Cplx2']	[13.979, 11.8, 22.44, 4.949, 11.14]	[17, 23, 9, 15, 22, 24]	['333 Endo NN', '016 CA1-ProS Glut', '025 CA2-FC-IG Glut', '319 Astro-TE NN', '053 Sst Gaba', '049 Lamp5 Gaba']	[37.36, 37.64, 40.25, 48.17, 53.08, 55.46]
17	['053 Sst Gaba', '056 Sst Chodl Gaba']	[0.767, 0.233]	053 Sst Gaba	333 Endo NN	False	['Npy', 'Gad2', 'Gad1', 'Prkca', 'Sst']	[17.61, 17.049, 12.31, 12.569, 11.63]	[16, 18, 24, 10, 23, 9]	['045 OB-STR-CTX Inh IMN', '056 Sst Chodl Gaba', '049 Lamp5 Gaba', '006 L4/5 IT CTX Glut', '016 CA1-ProS Glut', '025 CA2-FC-IG Glut']	[37.36, 37.95, 37.95, 38.28, 50.92, 51.54]
33	['036 HPF CR Glut']	[1.0]	036 HPF CR Glut	331 Peri NN	False	['Cnr1', 'Pcp4', 'Stmn1', 'Rab3c', 'Plp1']	[17.719, 12.25, 9.119, 10.899, 38.24]	[34, 32, 26, 25, 27, 31]	['030 L6 CT CTX Glut', '327 Oligo NN', '048 RHP-COA Ndnf Gaba', '052 Pvalb Gaba', '335 BAM NN', '022 L5 ET CTX Glut']	[36.35, 36.67, 39.0, 53.67, 53.67, 72.01]
36	['006 L4/5 IT CTX Glut', '005 L5 IT CTX Glut']	[0.876, 0.124]	006 L4/5 IT CTX Glut	005 L5 IT CTX Glut	False	['Tshz2', 'Synpr', 'Pcp4', 'Cplx2', 'Pde1a']	[1.44, 3.259, 5.0, 3.059, 7.65]	[29, 37, 30, 38, 22, 31]	['332 SMC NN', '046 Vip Gaba', '329 ABC NN', '007 L2/3 IT CTX Glut', '053 Sst Gaba', '022 L5 ET CTX Glut']	[41.68, 41.68, 51.0, 72.11, 73.16, 81.71]
20	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Cdh13', 'Pde1a', 'Pcp4', 'Serpini1', 'Meis2']	[11.329, 7.75, 9.909, 8.75, 5.5]	[21, 19, 27, 13, 14, 26]	['332 SMC NN', '053 Sst Gaba', '331 Peri NN', '004 L6 IT CTX Glut', '007 L2/3 IT CTX Glut', '045 OB-STR-CTX Inh IMN']	[37.64, 37.64, 39.4, 41.68, 51.0, 52.09]
21	['046 Vip Gaba']	[1.0]	046 Vip Gaba	332 SMC NN	False	['Grik1', 'Rab3c', 'Gad2', 'Rgs12', 'Cnr1']	[12.72, 15.51, 9.51, 9.25, 8.71]	[28, 20, 14, 27, 13, 19]	['048 RHP-COA Ndnf Gaba', '338 Lymphoid NN', '007 L2/3 IT CTX Glut', '331 Peri NN', '004 L6 IT CTX Glut', '053 Sst Gaba']	[36.67, 37.64, 38.63, 51.16, 51.88, 72.0]
27	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Gad2', 'Rgs12', 'Slc6a1', 'Gad1']	[22.979, 15.729, 14.25, 14.779, 14.31]	[28, 34, 20, 26, 33, 21]	['048 RHP-COA Ndnf Gaba', '327 Oligo NN', '338 Lymphoid NN', '045 OB-STR-CTX Inh IMN', '030 L6 CT CTX Glut', '332 SMC NN']	[36.05, 38.28, 39.4, 45.0, 50.92, 51.16]
31	['046 Vip Gaba', '052 Pvalb Gaba']	[0.982, 0.017]	046 Vip Gaba	336 Monocytes NN	False	['Gad2', 'Gad1', 'Pcp4', 'Nxph1', 'Slc6a1']	[18.729, 20.559, 12.659, 13.71, 6.889]	[30, 38, 32, 24, 37, 23]	['050 Lamp5 Lhx6 Gaba', '031 CT SUB Glut', '046 Vip Gaba', '036 HPF CR Glut', '056 Sst Chodl Gaba', '022 L5 ET CTX Glut']	[36.5, 36.67, 36.67, 46.86, 52.54, 52.8]
20	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	331 Peri NN	False	['Rab3c', 'Sst', 'Nxph1', 'Reln', 'Gad1']	[40.93, 16.95, 11.979, 10.439, 9.789]	[21, 27, 19, 13, 26, 14]	['053 Sst Gaba', '022 L5 ET CTX Glut', '333 Endo NN', '006 L4/5 IT CTX Glut', '327 Oligo NN', '036 HPF CR Glut']	[36.5, 36.5, 39.81, 42.19, 50.92, 51.39]
30	['053 Sst Gaba']	[1.0]	053 Sst Gaba	338 Lymphoid NN	False	['Thsd7a', 'Npy', 'Pde1a', 'Sst', 'Col25a1']	[28.25, 27.299, 15.75, 13.439, 9.81]	[31, 23, 37, 29, 38, 24]	['031 CT SUB Glut', '051 Pvalb chandelier Gaba', '336 Monocytes NN', '056 Sst Chodl Gaba', '030 L6 CT CTX Glut', '050 Lamp5 Lhx6 Gaba']	[36.12, 36.35, 39.81, 39.81, 50.91, 50.95]
37	['338 Lymphoid NN']	[1.0]	338 Lymphoid NN	336 Monocytes NN	False	['Prkca', 'Bcl11b', 'Tyrobp', 'Gda', 'Ifitm3']	[3.95, 2.029, 0.519, 0.039, 0.0]	[36, 30, 38, 29, 31, 23]	['334 Microglia NN', '338 Lymphoid NN', '030 L6 CT CTX Glut', '056 Sst Chodl Gaba', '031 CT SUB Glut', '051 Pvalb chandelier Gaba']	[36.88, 39.81, 39.81, 50.91, 54.7, 75.29]
11	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	332 SMC NN	False	['Sst', 'Nos1', 'Nxph1', 'Col25a1', 'Chrm2']	[52.22, 39.86, 25.2, 22.659, 14.63]	[18, 12, 4, 10, 19, 3]	['016 CA1-ProS Glut', '329 ABC NN', '056 Sst Chodl Gaba', '032 L5 NP CTX Glut', '053 Sst Gaba', '031 CT SUB Glut']	[36.35, 37.11, 37.11, 40.25, 51.16, 51.16]
24	['046 Vip Gaba']	[1.0]	046 Vip Gaba	045 OB-STR-CTX Inh IMN	False	['Cck', 'Cnr1', 'Kctd12', 'Cadps2', 'Snca']	[34.43, 39.009, 11.789, 11.3, 8.699]	[23, 25, 17, 31, 30, 16]	['331 Peri NN', '047 Sncg Gaba', '333 Endo NN', '319 Astro-TE NN', '006 L4/5 IT CTX Glut', '004 L6 IT CTX Glut']	[36.12, 37.64, 37.95, 39.0, 50.95, 51.0]
26	['046 Vip Gaba']	[1.0]	046 Vip Gaba	334 Microglia NN	False	['Cnr1', 'Rab3c', 'Cdh13', 'Slc6a1', 'Gad2']	[40.909, 19.219, 12.22, 13.88, 11.819]	[27, 19, 25, 33, 32, 20]	['048 RHP-COA Ndnf Gaba', '053 Sst Gaba', '047 Sncg Gaba', '337 DC NN', '030 L6 CT CTX Glut', '326 OPC NN']	[36.67, 39.0, 45.61, 46.23, 50.92, 52.8]
35	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Tafa1', 'Cplx2', 'Rab3c', 'Cnr1', 'Enc1']	[6.71, 10.92, 8.739, 4.789, 6.07]	[28, 34, 27, 21, 33, 20]	['038 DG-PIR Ex IMN', '017 CA3 Glut', '048 RHP-COA Ndnf Gaba', '327 Oligo NN', '337 DC NN', '326 OPC NN']	[36.12, 39.0, 51.54, 72.06, 73.35, 80.5]
37	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	336 Monocytes NN	False	['Thsd7a', 'Nrgn', 'Enc1', 'Calb1', 'Scg2']	[14.409, 32.38, 7.059, 6.5, 4.96]	[38, 30, 36, 29, 31, 23]	['007 L2/3 IT CTX Glut', '006 L4/5 IT CTX Glut', '051 Pvalb chandelier Gaba', '025 CA2-FC-IG Glut', '319 Astro-TE NN', '331 Peri NN']	[36.0, 38.27, 42.19, 50.92, 57.17, 72.44]
18	['053 Sst Gaba']	[1.0]	053 Sst Gaba	338 Lymphoid NN	False	['Pde1a', 'Pcp4', 'Cdh13', 'Sst', 'Synpr']	[18.84, 30.049, 13.93, 12.829, 10.689]	[11, 17, 19, 25, 10, 12]	['029 L6b CTX Glut', '053 Sst Gaba', '046 Vip Gaba', '025 CA2-FC-IG Glut', '038 DG-PIR Ex IMN', '334 Microglia NN']	[36.88, 37.11, 38.28, 45.0, 51.07, 51.16]
20	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	036 HPF CR Glut	False	['Gad2', 'Rab3c', 'Rasgrf2', 'Lamp5', 'Gad1']	[13.52, 22.45, 7.73, 5.579, 8.85]	[21, 27, 19, 13, 28, 26]	['050 Lamp5 Lhx6 Gaba', '326 OPC NN', '046 Vip Gaba', '335 BAM NN', '047 Sncg Gaba', '049 Lamp5 Gaba']	[36.12, 37.36, 39.0, 43.83, 50.91, 51.26]
23	['046 Vip Gaba']	[1.0]	046 Vip Gaba	045 OB-STR-CTX Inh IMN	False	['Cxcl14', 'Grik1', 'Col25a1', 'Cck', 'Serpine2']	[6.139, 13.069, 5.429, 4.57, 4.239]	[30, 22, 24, 16, 29, 17]	['048 RHP-COA Ndnf Gaba', '006 L4/5 IT CTX Glut', '330 VLMC NN', '037 DG Glut', '032 L5 NP CTX Glut', '053 Sst Gaba']	[36.06, 37.95, 39.4, 39.4, 54.0, 55.87]
24	['016 CA1-ProS Glut', '017 CA3 Glut']	[0.532, 0.468]	016 CA1-ProS Glut	330 VLMC NN	False	['Pcp4', 'Tafa1', 'Rab3c', 'Cdh13', 'Rgs4']	[33.81, 22.25, 23.79, 12.819, 12.68]	[17, 25, 23, 31, 16, 32]	['053 Sst Gaba', '025 CA2-FC-IG Glut', '045 OB-STR-CTX Inh IMN', '022 L5 ET CTX Glut', '037 DG Glut', '332 SMC NN']	[36.67, 37.64, 39.4, 39.4, 50.91, 50.92]
7	['327 Oligo NN']	[1.0]	327 Oligo NN	338 Lymphoid NN	False	['Plp1', 'Tspan2', 'Mag', 'Sirt2', 'Vim']	[110.339, 3.15, 2.94, 3.89, 0.009]	[14, 6, 13, 21, 5, 12]	['327 Oligo NN', '336 Monocytes NN', '337 DC NN', '056 Sst Chodl Gaba', '334 Microglia NN', '049 Lamp5 Gaba']	[39.81, 41.18, 55.46, 77.25, 77.62, 85.23]
27	['005 L5 IT CTX Glut']	[1.0]	005 L5 IT CTX Glut	004 L6 IT CTX Glut	False	['Kcnk2', 'Etv1', 'Zbtb20', 'Nxph1', 'S100b']	[5.61, 8.199, 24.11, 7.579, 3.98]	[28, 20, 26, 34, 21, 35]	['326 OPC NN', '022 L5 ET CTX Glut', '025 CA2-FC-IG Glut', '335 BAM NN', '056 Sst Chodl Gaba', '329 ABC NN']	[36.01, 36.01, 36.35, 45.0, 50.91, 53.07]
3	['046 Vip Gaba']	[1.0]	046 Vip Gaba	045 OB-STR-CTX Inh IMN	False	['Npy', 'Grik1', 'Gad1', 'Serpini1', 'Slc6a1']	[6.4, 12.989, 38.869, 9.479, 21.95]	[4, 2, 10, 9, 11, 1]	['053 Sst Gaba', '046 Vip Gaba', '050 Lamp5 Lhx6 Gaba', '030 L6 CT CTX Glut', '037 DG Glut', '017 CA3 Glut']	[36.5, 36.67, 37.11, 51.7, 53.08, 72.03]
9	['031 CT SUB Glut']	[0.999]	031 CT SUB Glut	030 L6 CT CTX Glut	False	['Grin3a', 'Synpr', 'Rasgrf2', 'Ccn3', 'Myl4']	[7.409, 2.839, 2.92, 6.34, 0.029]	[10, 2, 8, 16, 1, 3]	['050 Lamp5 Lhx6 Gaba', '046 Vip Gaba', '329 ABC NN', '016 CA1-ProS Glut', '017 CA3 Glut', '045 OB-STR-CTX Inh IMN']	[36.0, 36.06, 36.22, 43.27, 51.39, 51.7]
15	['046 Vip Gaba']	[1.0]	046 Vip Gaba	338 Lymphoid NN	False	['Grik1', 'Cnr1', 'Gad2', 'Synpr', 'Rab3c']	[31.52, 27.01, 22.17, 13.51, 14.829]	[8, 22, 16, 9, 23, 1]	['329 ABC NN', '048 RHP-COA Ndnf Gaba', '016 CA1-ProS Glut', '030 L6 CT CTX Glut', '025 CA2-FC-IG Glut', '017 CA3 Glut']	[36.5, 37.36, 38.63, 51.88, 52.09, 72.06]
27	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cadps2', 'Cnr1', 'Reln', 'Kcnip1', 'Npy']	[14.869, 12.71, 10.63, 9.569, 11.289]	[28, 20, 26, 34, 21, 19]	['336 Monocytes NN', '006 L4/5 IT CTX Glut', '047 Sncg Gaba', '038 DG-PIR Ex IMN', '333 Endo NN', '032 L5 NP CTX Glut']	[36.01, 36.67, 37.95, 45.0, 50.95, 51.26]
2	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Kcnip1', 'Cnr1', 'Slc6a1', 'Yjefn3', 'Cadps2']	[9.069, 7.55, 6.719, 6.48, 5.869]	[9, 3, 1, 8, 10, 4]	['031 CT SUB Glut', '047 Sncg Gaba', '334 Microglia NN', '049 Lamp5 Gaba', '053 Sst Gaba', '017 CA3 Glut']	[36.35, 36.88, 39.81, 51.16, 52.55, 72.99]
7	['333 Endo NN']	[1.0]	333 Endo NN	038 DG-PIR Ex IMN	False	['Flt1', 'Fn1', 'Epas1', 'Mgp', 'Itm2a']	[8.1, 5.96, 6.619, 6.13, 3.029]	[14, 6, 13, 21, 5, 12]	['329 ABC NN', '333 Endo NN', '052 Pvalb Gaba', '046 Vip Gaba', '326 OPC NN', '048 RHP-COA Ndnf Gaba']	[36.88, 40.71, 51.07, 72.25, 77.62, 80.6]
15	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Tafa1', 'Pcp4', 'Cnr1', 'Pde1a']	[13.56, 11.189, 11.119, 4.94, 13.17]	[8, 22, 16, 9, 23, 29]	['049 Lamp5 Gaba', '016 CA1-ProS Glut', '030 L6 CT CTX Glut', '031 CT SUB Glut', '029 L6b CTX Glut', '050 Lamp5 Lhx6 Gaba']	[36.35, 36.5, 44.41, 53.08, 54.0, 72.03]
19	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Nxph1', 'Pcp4', 'Grik1', 'Pde1a', 'Gad1']	[15.75, 19.04, 10.989, 8.869, 12.26]	[18, 12, 26, 20, 27, 25]	['056 Sst Chodl Gaba', '048 RHP-COA Ndnf Gaba', '051 Pvalb chandelier Gaba', '004 L6 IT CTX Glut', '006 L4/5 IT CTX Glut', '338 Lymphoid NN']	[36.5, 43.83, 46.23, 50.21, 51.54, 53.67]
25	['053 Sst Gaba']	[1.0]	053 Sst Gaba	338 Lymphoid NN	False	['Pde1a', 'Gad1', 'Nxph1', 'Npy', 'Sst']	[14.17, 13.21, 13.17, 13.409, 13.369]	[24, 32, 18, 26, 31, 17]	['005 L5 IT CTX Glut', '036 HPF CR Glut', '056 Sst Chodl Gaba', '051 Pvalb chandelier Gaba', '331 Peri NN', '022 L5 ET CTX Glut']	[36.0, 36.01, 37.64, 37.95, 51.0, 51.88]
31	['036 HPF CR Glut']	[1.0]	036 HPF CR Glut	331 Peri NN	False	['Pcp4', 'Sv2b', 'Nrn1', 'Tafa1', 'Nptx1']	[21.04, 11.97, 6.289, 4.15, 3.119]	[24, 32, 30, 38, 25, 23]	['005 L5 IT CTX Glut', '036 HPF CR Glut', '327 Oligo NN', '007 L2/3 IT CTX Glut', '338 Lymphoid NN', '029 L6b CTX Glut']	[36.12, 36.22, 39.4, 41.18, 51.0, 51.07]
10	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Tafa1', 'Enc1', 'Snca', 'Sv2b', 'Nrn1']	[17.2, 9.3, 7.88, 6.789, 4.03]	[11, 17, 3, 9, 4, 2]	['332 SMC NN', '016 CA1-ProS Glut', '005 L5 IT CTX Glut', '051 Pvalb chandelier Gaba', '331 Peri NN', '022 L5 ET CTX Glut']	[36.06, 37.36, 45.0, 45.61, 50.95, 51.7]
15	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Pcp4', 'Slc6a1', 'Tafa1', 'Pde1a', 'Grik1']	[15.6, 12.8, 7.78, 7.469, 6.949]	[16, 22, 8, 23, 9, 1]	['030 L6 CT CTX Glut', '050 Lamp5 Lhx6 Gaba', '025 CA2-FC-IG Glut', '038 DG-PIR Ex IMN', '051 Pvalb chandelier Gaba', '047 Sncg Gaba']	[36.88, 38.28, 41.68, 55.07, 56.28, 72.01]
16	['005 L5 IT CTX Glut']	[1.0]	005 L5 IT CTX Glut	030 L6 CT CTX Glut	False	['Tafa1', 'Thsd7a', 'C1ql3', 'Grik1', 'Bcl11b']	[18.2, 5.3, 4.719, 4.369, 0.79]	[17, 15, 23, 9, 22, 24]	['016 CA1-ProS Glut', '338 Lymphoid NN', '038 DG-PIR Ex IMN', '051 Pvalb chandelier Gaba', '050 Lamp5 Lhx6 Gaba', '049 Lamp5 Gaba']	[36.06, 36.88, 38.27, 39.4, 51.16, 51.54]
23	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	038 DG-PIR Ex IMN	False	['Grik1', 'Slc6a1', 'Lamp5', 'Reln', 'Hapln1']	[37.259, 29.319, 8.22, 7.84, 4.07]	[30, 22, 16, 24, 31, 17]	['017 CA3 Glut', '050 Lamp5 Lhx6 Gaba', '030 L6 CT CTX Glut', '049 Lamp5 Gaba', '048 RHP-COA Ndnf Gaba', '016 CA1-ProS Glut']	[36.0, 36.88, 38.27, 41.68, 50.95, 53.07]
25	['053 Sst Gaba']	[1.0]	053 Sst Gaba	336 Monocytes NN	False	['Grik1', 'Sst', 'Nxph1', 'Rab3c', 'Gad1']	[26.079, 17.17, 14.079, 22.629, 11.97]	[32, 18, 24, 26, 33, 19]	['334 Microglia NN', '053 Sst Gaba', '049 Lamp5 Gaba', '031 CT SUB Glut', '037 DG Glut', '004 L6 IT CTX Glut']	[37.11, 37.11, 38.28, 41.18, 51.0, 51.16]
5	['053 Sst Gaba', '056 Sst Chodl Gaba']	[0.998, 0.001]	053 Sst Gaba	338 Lymphoid NN	False	['Sst', 'Nos1', 'Npy', 'Gad2', 'Pde1a']	[51.169, 19.709, 20.02, 12.8, 11.069]	[12, 4, 6, 13, 11, 7]	['056 Sst Chodl Gaba', '334 Microglia NN', '032 L5 NP CTX Glut', '336 Monocytes NN', '006 L4/5 IT CTX Glut', '319 Astro-TE NN']	[36.06, 36.67, 41.18, 51.0, 51.0, 72.34]
11	['053 Sst Gaba']	[1.0]	053 Sst Gaba	006 L4/5 IT CTX Glut	False	['Sst', 'Nos1', 'Nxph1', 'Gad2', 'Npy']	[38.4, 31.149, 15.949, 12.02, 12.96]	[12, 10, 4, 18, 5, 19]	['056 Sst Chodl Gaba', '016 CA1-ProS Glut', '334 Microglia NN', '051 Pvalb chandelier Gaba', '338 Lymphoid NN', '050 Lamp5 Lhx6 Gaba']	[36.01, 36.67, 37.36, 37.64, 51.0, 53.37]
13	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	336 Monocytes NN	False	['Sst', 'Nos1', 'Gad2', 'Npy', 'Tshz2']	[47.22, 31.86, 14.729, 20.399, 9.55]	[14, 12, 6, 20, 5, 21]	['337 DC NN', '056 Sst Chodl Gaba', '032 L5 NP CTX Glut', '329 ABC NN', '338 Lymphoid NN', '004 L6 IT CTX Glut']	[36.0, 36.01, 42.72, 48.84, 51.0, 51.7]
25	['046 Vip Gaba']	[1.0]	046 Vip Gaba	333 Endo NN	False	['Gad2', 'Cadps2', 'Kcnip1', 'Cnr1', 'Pcp4']	[26.36, 27.17, 17.1, 14.039, 17.75]	[26, 24, 18, 32, 17, 19]	['327 Oligo NN', '029 L6b CTX Glut', '051 Pvalb chandelier Gaba', '047 Sncg Gaba', '005 L5 IT CTX Glut', '050 Lamp5 Lhx6 Gaba']	[36.67, 37.95, 37.95, 40.25, 51.07, 51.39]
19	['046 Vip Gaba']	[0.999]	046 Vip Gaba	337 DC NN	False	['Cnr1', 'Gad1', 'Nxph1', 'Cplx2', 'Grik1']	[27.239, 25.739, 22.86, 19.03, 14.319]	[26, 20, 18, 12, 25, 27]	['049 Lamp5 Gaba', '025 CA2-FC-IG Glut', '030 L6 CT CTX Glut', '048 RHP-COA Ndnf Gaba', '331 Peri NN', '029 L6b CTX Glut']	[37.36, 37.64, 38.63, 38.63, 50.91, 51.07]
23	['016 CA1-ProS Glut']	[0.999]	016 CA1-ProS Glut	319 Astro-TE NN	False	['Pde1a', 'Sv2b', 'Nrgn', 'Bdnf', 'Neurod6']	[26.5, 21.579, 38.81, 8.17, 6.099]	[30, 22, 16, 24, 29, 15]	['329 ABC NN', '005 L5 IT CTX Glut', '016 CA1-ProS Glut', '004 L6 IT CTX Glut', '338 Lymphoid NN', '053 Sst Gaba']	[36.35, 37.36, 38.63, 39.4, 50.92, 51.26]
25	['032 L5 NP CTX Glut']	[1.0]	032 L5 NP CTX Glut	331 Peri NN	False	['Nxph1', 'Tshz2', 'Cdh13', 'Plcxd2', 'Snca']	[18.739, 16.879, 7.25, 6.36, 8.35]	[32, 26, 24, 18, 19, 33]	['032 L5 NP CTX Glut', '049 Lamp5 Gaba', '004 L6 IT CTX Glut', '030 L6 CT CTX Glut', '337 DC NN', '047 Sncg Gaba']	[36.5, 37.36, 38.28, 38.63, 50.91, 51.7]
28	['056 Sst Chodl Gaba', '053 Sst Gaba']	[0.513, 0.487]	056 Sst Chodl Gaba	336 Monocytes NN	False	['Sst', 'Pde1a', 'Pcp4', 'Gad2', 'Crhbp']	[22.62, 28.09, 20.159, 8.369, 7.5]	[35, 21, 27, 20, 34, 26]	['326 OPC NN', '056 Sst Chodl Gaba', '029 L6b CTX Glut', '025 CA2-FC-IG Glut', '045 OB-STR-CTX Inh IMN', '049 Lamp5 Gaba']	[36.01, 36.01, 36.34, 51.88, 53.67, 72.56]
29	['329 ABC NN']	[1.0]	329 ABC NN	338 Lymphoid NN	False	['Ptgds', 'Ccn3', 'Igfbp5', 'Mgp', 'Foxp2']	[34.25, 9.89, 6.809, 5.42, 4.57]	[30, 36, 22, 23, 37, 15]	['329 ABC NN', '334 Microglia NN', '005 L5 IT CTX Glut', '319 Astro-TE NN', '051 Pvalb chandelier Gaba', '053 Sst Gaba']	[36.22, 36.34, 37.64, 50.92, 53.07, 72.34]
34	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Cnr1', 'Cadps2', 'Snca', 'Pde1a', 'Kctd12']	[51.43, 12.3, 6.73, 12.1, 8.369]	[33, 27, 35, 28, 26, 32]	['047 Sncg Gaba', '029 L6b CTX Glut', '326 OPC NN', '336 Monocytes NN', '049 Lamp5 Gaba', '032 L5 NP CTX Glut']	[36.67, 37.95, 39.39, 53.67, 57.17, 72.69]
8	['006 L4/5 IT CTX Glut', '038 DG-PIR Ex IMN', '004 L6 IT CTX Glut']	[0.91, 0.072, 0.018]	006 L4/5 IT CTX Glut	338 Lymphoid NN	False	['Pde1a', 'Cnr1', 'Tafa1', 'Nrgn', 'Cdh13']	[14.109, 10.71, 10.92, 21.909, 5.809]	[9, 15, 1, 2, 16, 10]	['326 OPC NN', '022 L5 ET CTX Glut', '046 Vip Gaba', '047 Sncg Gaba', '056 Sst Chodl Gaba', '331 Peri NN']	[37.11, 39.81, 44.41, 51.39, 55.87, 72.06]
9	['046 Vip Gaba', '048 RHP-COA Ndnf Gaba']	[0.998, 0.002]	046 Vip Gaba	326 OPC NN	False	['Nos1', 'Gad2', 'Npy', 'Cnr1', 'Col25a1']	[35.159, 16.959, 18.879, 16.79, 14.989]	[10, 8, 16, 2, 17, 15]	['331 Peri NN', '338 Lymphoid NN', '056 Sst Chodl Gaba', '047 Sncg Gaba', '337 DC NN', '022 L5 ET CTX Glut']	[36.5, 37.11, 38.63, 39.4, 51.16, 51.54]
17	['053 Sst Gaba', '052 Pvalb Gaba', '056 Sst Chodl Gaba']	[0.609, 0.379, 0.011]	053 Sst Gaba	337 DC NN	False	['Sst', 'Nos1', 'Col25a1', 'Npy', 'Pde1a']	[35.119, 22.35, 9.829, 9.859, 8.84]	[24, 16, 10, 18, 9, 25]	['336 Monocytes NN', '056 Sst Chodl Gaba', '331 Peri NN', '004 L6 IT CTX Glut', '326 OPC NN', '053 Sst Gaba']	[36.22, 37.11, 37.64, 40.25, 51.16, 51.7]
24	['053 Sst Gaba']	[1.0]	053 Sst Gaba	336 Monocytes NN	False	['Gad2', 'Slc6a1', 'Nxph1', 'Pde1a', 'Nos1']	[18.52, 20.209, 18.719, 21.459, 16.94]	[17, 23, 31, 25, 32, 30]	['337 DC NN', '016 CA1-ProS Glut', '050 Lamp5 Lhx6 Gaba', '053 Sst Gaba', '030 L6 CT CTX Glut', '319 Astro-TE NN']	[36.22, 36.88, 37.95, 38.28, 50.95, 50.95]
